id,full_name
f73270be-7550-4e3d-b0f8-5fb8cc118e1c,"https://www.linkedin.com/in/ACoAAAfM6tIBSxNMEch2a-ribK849Bo_i2EmhSYCélia Chambellan, https://www.linkedin.com/in/ACoAAAAs0AMBFYuXZXMaicCLURN2fBG8JSPMVfUSylvain DE LY, https://www.linkedin.com/in/ACoAAABgEoYBLzS7KeknND85n62fcjSri2Lac2oJérôme BENOIS, https://www.linkedin.com/in/ACoAAAg7YdIBEc8i8Eirfy8arskMRf4234c-jEYCédric Couton"
e18532d6-aadc-4c9b-b9fc-7bd07964ba37,"https://www.linkedin.com/in/ACoAAArT62oBkxwU_XpWHjaoY0Yl_lF0gHUaYaoBilal EL ALAMY, https://www.linkedin.com/in/ACoAAAzzMQkB2IwpX1pOqEm3W8lc_2eW169dk3sJulien Mirabel"
ac9c429d-f9c5-43cb-a853-82658994e753,"https://www.linkedin.com/in/ACoAAAWresYB7dspk9gqhWumCz4iGvWRErjDzWIMimoun B. El Alami, https://www.linkedin.com/in/ACoAACWh9SgBR5vGuCiAWgpQH5fY4L_isUkd1OsSarah Bouleau"
196a547f-1a82-4e16-acbe-c8340433c227,"https://www.linkedin.com/in/ACoAABFwftgBd5PGoHuEgQLXMjPOvcDDAv7FXDIJulien Niquet, https://www.linkedin.com/in/ACoAAAJtMhcBoTPNnfvxJzrp0vDlzyBuGUn5X64Benjamin Pedrini"
d06f0e0d-a3c1-4474-ba3b-17e057f5b121,"https://www.linkedin.com/in/ACoAABrQbD8BRUgEouqFolfnPw_NmGwlihDRUZgAchille Gazagnes (https://www.linkedin.com/in/achillegazagnes/), https://www.linkedin.com/in/ACoAAAl5-T0BD8gajw_jOkTmJh-mKxhQzRO05dkBenoit Habfast"
73b2e1cb-82ad-4297-92c8-5ebe8d53e1b2,Hugo Bordigoni (CEO)
60baf5a8-1bcf-432f-a505-8f571a229787,"Hugo Jenny, Bastien Davalos"
1955c19d-ad9a-44c9-a0ab-a71005b44fd6,"Iliès LAKHAL,"
2b22984d-61cf-499b-ac98-1bec728d5e59,"Inria), and 12 co-founders from the scikit-learn community"
a3f2ee85-54b6-48a6-b575-72c7b16fd84f,"Institut Imagine, and Sygnature Discovery"
8ea05559-2908-4091-a460-48f54baf8deb,"Jack Elands (CEO, ex-Emergence Therapeutics)"
9fd078dd-66df-4fad-80f6-76dafec7d1e4,Jean-Baptiste Poljak (CEO)
d76c50a2-775d-4fd8-a6a7-9a6c07116864,"Jean-Julien Alvado, Étienne Laviolette"
5f16e925-3674-41ce-a2ce-a81b0f725c50,"Jean‑Baptiste, Bart Defossez"
9ae19759-c260-491d-955d-ca73c5abdc58,Jean‑Michel Guimbard (Co‑Founder & COO)
152b68ed-e23b-4dd2-9bfd-37cdbcc2d2dd,Jeff Biart (CEO)
711c4506-7e88-41ef-9eff-99a53eb9eeeb,Jérémy Abitan (CEO)
b797dc6a-ded6-449d-baec-de7e0086f6d0,Jeremy Bastid (CEO)
cadbd57b-eba6-4e47-babc-44dab05d9b03,Jérémy Bercoff (CEO & Co-founder)
8bb37c4c-80dd-4548-a336-c769b95f67f0,Jonathan Naccache (CEO)
825a4462-9840-42bf-9eb4-f0735048a32e,Joseph Choueifaty (CEO)
ac6b4578-84b2-4bff-8b25-24ab977de8e3,Julie Hutin (CEO)
9703da8d-6fe8-4072-b48c-5c6cb787ddd2,Julien Payen (CEO)
cdb5998f-04e1-49c7-a251-4deda89d5beb,Julien Richard (CTO)
981440dd-75c3-4c55-bf95-51f0db2cb9f6,Justin Bureau (Product)
74a99718-2874-4edc-924c-e047dbef9fc7,Kagan Ceran (President & Founder)
9483e8e6-e196-44fd-a08c-b16dfee5b325,Kamel Ferchouche (CEO)
3403efd2-00f0-428e-96c3-5cc44699d929,Karim Jouini and Jihed Othmani
f9a57d4c-97d4-4f21-876e-c075a7903741,"Kevin Cheronet, Éric Le Moulec, and co-founders from civil and military aviation backgrounds"
7a9660c0-b8f3-44b2-afdf-0a98792ba95d,"Laura Chavigny (https://www.linkedin.com/in/laura-chavigny-52a9b27/?ref=frenchtechjournal.com), and Léa de Fierkowsky"
9f350e99-9028-49c0-bf16-7421b1655368,Laure Crémieux (CEO)
abd6673d-da3d-4d32-9ea2-f5e95fc4e986,Lionel Chataignier (Founder & CEO)
9a8c2fc9-7ca1-4578-9f13-701404eb52a1,"Lou Dana; Martin Lenweiter; Quentin Roy,"
9d13bbc3-f3e4-45d1-ba51-9ce6c240de6d,Louis de Benoist (CEO)
872e45e1-5127-40a9-bd8a-7bab1109bc79,Marco De Martin (ex-DeepMind)
6aae5bf7-66f1-4496-aecb-182b412612d5,"Mariano Rodriguez (CSO, ex-Gladia)"
7ec2770f-d385-4ad5-b613-ec3f2f02256f,Marin Champenois (CEO)
4e144a67-ae32-44bc-9a32-da89ce30cdae,"Marine Bertucchi, Cédric Neuville"
e8be9883-643c-419c-8a03-6fc0afc5bc40,"Mathieu Sanchez (CEO & Co-founder), with the founding team established in 2014"
da75a8b3-02b3-4a97-9115-aa5add20bd8f,Mathieu Wing (Co-CEO)
562871a7-54bb-4e0b-a9a9-44d40f722504,"Maud Vinet, Tristan Meunier"
77bd6b42-7ea5-4543-a7be-db70a25c4fe2,Maxime Berthelot (CEO)
8759ae0d-c524-42a0-a0cb-f2b705f1cc4c,Maxime Germain (CEO)
97248ec5-6b38-48f2-99e2-256959d8dca3,Micael Manuel Joao (CEO)
726aaeb3-4cf0-4b28-b516-f66cca2105ff,Mohamed Gastli (CEO) and Syrine Chaalala (General Manager)
bcc21fe0-c69a-4df1-8795-b49d678788e2,Nathalie Bonnefoy (IRCM Director)
fd8e0937-5248-43ec-9998-096715a8da41,Nathalie Rolland (CEO) and Dr. Maya Bendifallah (CSO)
6c9af446-b465-4fc6-8b61-5a12a8419337,Nicolas Bigotte (CCO)
a5b897a8-9107-409a-818c-d529c3a98872,Nicolas Hernandez (CEO)
7a8fc1b8-ffff-47f2-9bf6-99b9a728337f,Nicolas Marchal (COO)
a5309648-03cf-4fb0-98cc-86ccd3a75db3,Nicolas Miravalls (Co-founder & CEO)
4dd52221-e8af-4513-b5b3-0cf14c394579,Nicolas Negrilic (COO)
fcc1766f-dec9-4798-af26-023ccd900eb9,Nicolas Sordet (CEO & Founder)
64bb4e80-4b94-405a-9194-5a8b1145f20c,"Nikos Christopoulos, Michael Baudoin"
a6489558-5d15-4a36-bf7a-a6ba37e84638,Ninna Granucci (CEO)
1ac7c664-c8b1-4686-9d1b-7bca3d106fdc,"Olivier GAUTHIER, Philippe Marie de Chastenay"
dd6c3ba3-5821-4782-9c82-83bc7040627a,Olivier Reynaud (CEO)
8adee84f-99f2-47e7-951f-53a21d811516,Pascal Viguié (CEO)
e3e02ff8-0abb-4845-971d-4494ed074453,Patrick Joubert (CEO)
e5f76c05-7b21-4724-83d5-01cc941599c5,Patrick Kic (President)
f56e4411-851c-4482-9581-0bd1fb1929ce,Paul Guillemin (CEO)
ad27ee44-e460-49e4-be2f-71cba9e65a9e,Paul Guinard and Olivier Guigonis
0ee54ce1-7dbc-4e4c-8935-c268cd67af76,"Paul-Louis Caylar, and Benjamin Chino"
c10f8c6f-5fc3-47b3-9cd2-9f9b45d68adb,Pauline Koch (CEO)
82660618-6289-4fbc-ab8b-7ddcb76c5f77,PhD (CEO & co-founder); based on research of Stéphane Bach
804825a5-2b07-4fe5-b7e1-8b9219f42543,"PhD (Founder & CEO) — cryptography expert, winner of CEFCYS “Woman in Cybersecurity” 2024, and listed among Le Point’s 100 Innovators of 2025"
cbe2a04f-259e-40d9-9da6-737f97e4893f,PhD (Scientific Director & Partner)
6ac0756b-5609-44ff-a832-f92557d0ae4d,PhD; Marie-Thérèse Dimanche-Boitrel; and Claire Delehouzé
c6bf0e48-6a71-449f-9dad-c51c8ca2ddc5,Philippe Bastide (CEO & co-founder)
f8a66afa-5d72-40bc-8bf1-82a0fad791f2,Philippe Berger (CEO)
81bf06bc-f045-4bde-b795-c9d4f702c389,Philippe Beucher (Founder & CEO) and a team of French and Romanian entrepreneurs
af0bbe9a-5352-402b-ba96-c6024e5e306c,"Philippe Masseau,"
8e08e6ae-c88c-41cd-bdbe-3bc868c14deb,Pierre Brossollet (Founder & CEO of Arverne Group; parent company)
fe873e39-e608-455b-82bf-5d2ad4defeb0,Pooné Mokari (CEO) and Omid Gosha
ce05210b-9067-468f-9e64-c807dc1a1530,Prof. Alain Fischer and Dr. Sylvain Latour; company co-founded by Kurma Partners
a0df49e4-2550-4bc6-8f71-f5722ee5400b,"Quable, deeptech startups)"
fe881f3f-18b1-45ff-91d8-43e376cbc3ec,"Quentin Malguy (Co-founder), and Rémi Juhé (Co-founder)"
a0570009-5088-47d8-b9ca-144d46728f6d,Rémy Fabre (Co-founder & CEO)
dbce6638-9fa5-4b99-bd6d-825f67f96d1a,Renaud Saïsset (President)
ab32273d-1640-49f9-aea9-5cb6a9acc474,"Richard Kue, and Stéphane Meng"
73a086fa-8764-4e48-ad9d-14ece1becf4b,Robin Roumengas (CEO)
c40d24a2-b502-43d0-9575-4c3a88108867,"Roch Molléro (PhD in AI, ex-Wandercraft)"
f6597dfd-f424-4d07-8425-32d0f1e6b926,Romain Mussault (CEO)
a52816f7-0cf8-4928-b7c2-c311e9509687,Romain Rostagnat (CEO)
8784b8bc-7a14-4992-adcc-cac7522eb9b1,"Romaric Philogène (CEO, co-founder)."
fc6fedf0-4e4b-4ea4-be34-b40fb363fe76,Roy Moussa (CEO)
221b342d-2fc6-499c-ae47-a9511d0e26a6,Sacha Ichbiah (CTO)
b9708b6f-060e-4042-ab34-12a162b81d0b,"Samuel Hassine (CEO, ex-ANSSI)"
b5e03176-ac2b-459c-8a5f-1fe57a07b7a6,"Stéphane Belamy, and Mulat Alubel Abtew"
d5d7e0fa-4a6b-4f8f-8773-cdf8ef1e788e,Stéphane Ficaja and Toussaint Wattinne
4fa80c47-9c6d-43b9-afbf-c218f2bd2be8,"Steve Boogar, Liam Boogar-Azoulay"
a5960bfc-3e2b-40ac-88cc-e2f6a5f9e6c8,Tamar Gomez (French co-founders)
e4adfdfe-ac4b-4a60-b1c8-4584657a0097,Tanguy Duthion (CEO)
3311ad0d-2b4f-469e-899e-daf272b1f9c7,"Tarik Benabdallah, Mamoun Alaoui, Hickson"
7874015e-cf70-4692-af2c-e6969581b59e,Team of eight robotics experts and two industrial partners (including DG Patrick Dehlinger)
d0d722a1-169b-4db9-a7f3-3e041a3c957a,Thibault Aliadière (ex-Doctolib executive)
b24e18b8-dd4d-401a-ba6b-d115097402b9,"Thibault Martin,"
e63e42a8-2792-402f-bb17-a16101fffe9d,Thibaut Pellegrin (CEO)
87e2aa81-6b7a-4e1d-ac3d-c5c7a3302629,Universal Music) and Thomas Quenoil
97b47696-dc2e-41f4-92b4-8619720e58b1,Valentin Demé (CEO & Founder)
beff3ea2-f6d6-4a92-b361-eb68054e5244,Victor Plaisance (CPO) (Alumni of École Polytechnique and HEC Paris)
5187947b-62ae-4c14-8e89-4b8e155a8f01,"Victorien Tixier, Xavier Green"
de461d3c-c0c5-43db-830c-c2b487c74d45,"Vincent Garcia (COO), joined by Jean Dussaix in 2023"
da917bdc-f648-40eb-93f8-fc3d4797f5f4,Yann Bilien (Chief Scientist)
7d6a2bc4-d35c-450d-b51c-bae99555226a,"Yann Lechelle (CEO, ex-Scaleway)"
8427bba9-3ee5-4806-a3f3-559426ceea8f,Yohann Berthe (CEO & founder)
57550ff8-4a96-470e-8d03-3ee163aca45f,"Yves Benchimol, Tanguy de La Villegeorges, Nicolas Hardy"
9e2ba1a0-8256-48d8-b42d-318078baa00b,"Ziad Khoury (ex-founder of Padam Mobility, acquired by Siemens Mobility)"
